[ 2017-06-03T09:51:47+08:00 ] 14.30.111.184 /ScoreBoard/app.php/Home/Show/pk_show
INFO: [ app_init ] --START--
INFO: Run Behavior\BuildLiteBehavior [ RunTime:0.000014s ]
INFO: [ app_init ] --END-- [ RunTime:0.000254s ]
INFO: [ app_begin ] --START--
INFO: Run Behavior\ReadHtmlCacheBehavior [ RunTime:0.010213s ]
INFO: [ app_begin ] --END-- [ RunTime:0.010259s ]
SQL: SHOW COLUMNS FROM `pk` [ RunTime:0.0011s ]
SQL: SELECT * FROM `pk` WHERE `state` >= 1  [ RunTime:0.0057s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 255  [ RunTime:0.0013s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 178  [ RunTime:0.0016s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 204  [ RunTime:0.0013s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 141  [ RunTime:0.0012s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 293  [ RunTime:0.0015s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 230  [ RunTime:0.0011s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 230  [ RunTime:0.0016s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 332  [ RunTime:0.0013s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 306  [ RunTime:0.0016s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 196  [ RunTime:0.0011s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 201  [ RunTime:0.0011s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 296  [ RunTime:0.0016s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 266  [ RunTime:0.0011s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 95  [ RunTime:0.0016s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 222  [ RunTime:0.0013s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 232  [ RunTime:0.0011s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 298  [ RunTime:0.0011s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 327  [ RunTime:0.0015s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 63  [ RunTime:0.0011s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 241  [ RunTime:0.0017s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 239  [ RunTime:0.0011s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 171  [ RunTime:0.0011s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 136  [ RunTime:0.0011s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 326  [ RunTime:0.0013s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 213  [ RunTime:0.0017s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 339  [ RunTime:0.0011s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 338  [ RunTime:0.0011s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 309  [ RunTime:0.0014s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 186  [ RunTime:0.0015s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 338  [ RunTime:0.0015s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 296  [ RunTime:0.0011s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 106  [ RunTime:0.0011s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 207  [ RunTime:0.0013s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 238  [ RunTime:0.0020s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 262  [ RunTime:0.0005s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 264  [ RunTime:0.0014s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 266  [ RunTime:0.0020s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 284  [ RunTime:0.0012s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 299  [ RunTime:0.0016s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 307  [ RunTime:0.0018s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 193  [ RunTime:0.0015s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 307  [ RunTime:0.0018s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 152  [ RunTime:0.0012s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 192  [ RunTime:0.0015s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 228  [ RunTime:0.0015s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 289  [ RunTime:0.0015s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 170  [ RunTime:0.0011s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 152  [ RunTime:0.0013s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 143  [ RunTime:0.0017s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 101  [ RunTime:0.0013s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 285  [ RunTime:0.0012s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 324  [ RunTime:0.0011s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 197  [ RunTime:0.0012s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 85  [ RunTime:0.0018s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 116  [ RunTime:0.0015s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 338  [ RunTime:0.0013s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 299  [ RunTime:0.0011s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 147  [ RunTime:0.0016s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 121  [ RunTime:0.0015s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 104  [ RunTime:0.0011s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 89  [ RunTime:0.0013s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 244  [ RunTime:0.0013s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 261  [ RunTime:0.0016s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 317  [ RunTime:0.0013s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 228  [ RunTime:0.0011s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 331  [ RunTime:0.0012s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 296  [ RunTime:0.0015s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 303  [ RunTime:0.0018s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 189  [ RunTime:0.0011s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 130  [ RunTime:0.0011s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 295  [ RunTime:0.0056s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 268  [ RunTime:0.0014s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 329  [ RunTime:0.0021s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 321  [ RunTime:0.0012s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 52  [ RunTime:0.0018s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 229  [ RunTime:0.0039s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 261  [ RunTime:0.0025s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 288  [ RunTime:0.0014s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 255  [ RunTime:0.0023s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 322  [ RunTime:0.0016s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 197  [ RunTime:0.0020s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 251  [ RunTime:0.0011s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 319  [ RunTime:0.0018s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 284  [ RunTime:0.0015s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 147  [ RunTime:0.0012s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 237  [ RunTime:0.0011s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 330  [ RunTime:0.0013s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 307  [ RunTime:0.0015s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 152  [ RunTime:0.0016s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 171  [ RunTime:0.0011s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 326  [ RunTime:0.0011s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 240  [ RunTime:0.0012s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 115  [ RunTime:0.0022s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 285  [ RunTime:0.0014s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 42  [ RunTime:0.0011s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 281  [ RunTime:0.0022s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 173  [ RunTime:0.0007s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 145  [ RunTime:0.0016s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 116  [ RunTime:0.0011s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 250  [ RunTime:0.0011s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 319  [ RunTime:0.0012s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 78  [ RunTime:0.0014s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 309  [ RunTime:0.0016s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 329  [ RunTime:0.0016s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 271  [ RunTime:0.0011s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 45  [ RunTime:0.0012s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 254  [ RunTime:0.0012s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 337  [ RunTime:0.0014s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 218  [ RunTime:0.0016s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 191  [ RunTime:0.0012s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 295  [ RunTime:0.0013s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 230  [ RunTime:0.0003s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 187  [ RunTime:0.0014s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 205  [ RunTime:0.0015s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 245  [ RunTime:0.0013s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 284  [ RunTime:0.0015s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 122  [ RunTime:0.0011s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 100  [ RunTime:0.0011s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 240  [ RunTime:0.0018s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 294  [ RunTime:0.0014s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 291  [ RunTime:0.0011s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 334  [ RunTime:0.0014s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 329  [ RunTime:0.0018s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 190  [ RunTime:0.0014s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 338  [ RunTime:0.0011s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 337  [ RunTime:0.0013s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 151  [ RunTime:0.0018s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 258  [ RunTime:0.0018s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 218  [ RunTime:0.0013s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 141  [ RunTime:0.0014s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 158  [ RunTime:0.0013s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 340  [ RunTime:0.0014s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 269  [ RunTime:0.0011s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 308  [ RunTime:0.0014s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 202  [ RunTime:0.0016s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 318  [ RunTime:0.0013s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 227  [ RunTime:0.0012s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 271  [ RunTime:0.0011s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 299  [ RunTime:0.0016s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 282  [ RunTime:0.0010s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 218  [ RunTime:0.0018s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 274  [ RunTime:0.0014s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 194  [ RunTime:0.0011s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 216  [ RunTime:0.0014s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 313  [ RunTime:0.0013s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 337  [ RunTime:0.0014s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 214  [ RunTime:0.0013s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 174  [ RunTime:0.0013s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 42  [ RunTime:0.0012s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 243  [ RunTime:0.0011s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 183  [ RunTime:0.0016s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 208  [ RunTime:0.0018s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 315  [ RunTime:0.0013s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 286  [ RunTime:0.0012s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 327  [ RunTime:0.0014s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 179  [ RunTime:0.0016s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 268  [ RunTime:0.0014s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 279  [ RunTime:0.0016s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 281  [ RunTime:0.0012s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 322  [ RunTime:0.0015s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 164  [ RunTime:0.0018s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 130  [ RunTime:0.0018s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 330  [ RunTime:0.0016s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 42  [ RunTime:0.0018s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 206  [ RunTime:0.0016s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 329  [ RunTime:0.0014s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 166  [ RunTime:0.0014s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 130  [ RunTime:0.0012s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 221  [ RunTime:0.0016s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 284  [ RunTime:0.0015s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 107  [ RunTime:0.0035s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 287  [ RunTime:0.0017s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 275  [ RunTime:0.0020s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 328  [ RunTime:0.0016s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 163  [ RunTime:0.0014s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 138  [ RunTime:0.0012s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 227  [ RunTime:0.0015s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 308  [ RunTime:0.0012s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 102  [ RunTime:0.0015s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 276  [ RunTime:0.0012s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 332  [ RunTime:0.0017s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 324  [ RunTime:0.0009s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 279  [ RunTime:0.0014s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 336  [ RunTime:0.0018s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 250  [ RunTime:0.0016s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 182  [ RunTime:0.0013s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 188  [ RunTime:0.0013s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 298  [ RunTime:0.0018s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 273  [ RunTime:0.0012s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 306  [ RunTime:0.0017s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 133  [ RunTime:0.0014s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 295  [ RunTime:0.0019s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 228  [ RunTime:0.0013s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 163  [ RunTime:0.0019s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 208  [ RunTime:0.0015s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 238  [ RunTime:0.0011s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 115  [ RunTime:0.0011s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 311  [ RunTime:0.0018s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 323  [ RunTime:0.0011s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 297  [ RunTime:0.0016s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 226  [ RunTime:0.0009s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 167  [ RunTime:0.0014s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 312  [ RunTime:0.0015s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 280  [ RunTime:0.0014s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 298  [ RunTime:0.0013s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 334  [ RunTime:0.0011s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 292  [ RunTime:0.0014s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 209  [ RunTime:0.0015s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 270  [ RunTime:0.0014s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 251  [ RunTime:0.0046s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 251  [ RunTime:0.0012s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 241  [ RunTime:0.0012s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 214  [ RunTime:0.0013s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 234  [ RunTime:0.0009s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 303  [ RunTime:0.0011s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 339  [ RunTime:0.0011s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 252  [ RunTime:0.0011s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 330  [ RunTime:0.0009s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 211  [ RunTime:0.0011s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 217  [ RunTime:0.0011s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 297  [ RunTime:0.0009s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 163  [ RunTime:0.0013s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 168  [ RunTime:0.0009s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 337  [ RunTime:0.0009s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 247  [ RunTime:0.0013s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 319  [ RunTime:0.0009s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 285  [ RunTime:0.0042s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 286  [ RunTime:0.0011s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 147  [ RunTime:0.0009s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 157  [ RunTime:0.0009s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 279  [ RunTime:0.0049s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 237  [ RunTime:0.0023s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 324  [ RunTime:0.0013s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 156  [ RunTime:0.0012s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 122  [ RunTime:0.0010s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 42  [ RunTime:0.0009s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 281  [ RunTime:0.0007s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 157  [ RunTime:0.0012s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 206  [ RunTime:0.0039s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 274  [ RunTime:0.0014s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 323  [ RunTime:0.0011s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 220  [ RunTime:0.0010s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 196  [ RunTime:0.0009s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 316  [ RunTime:0.0009s ]
SQL: SELECT * FROM `team` WHERE `t_id` = 179  [ RunTime:0.0011s ]
